# all_ap,0.402965
# all_ap_50,0.518352
# all_ap_25,0.581515
# all_rc,0.482257
# all_rc_50,0.559674
# all_rc_25,0.600106
scene_id,AP,AP_50%,AP_25%
20_points_GTv3_83,0.710,0.727,0.727
20_points_GTv3_95,0.708,0.889,0.889
15_points_GTv3_08,0.705,0.800,0.800
05_points_GTv3_00,0.704,0.778,0.778
20_points_GTv3_18,0.702,0.727,0.727
15_points_GTv3_20,0.698,0.714,0.857
25_points_GTv3_40,0.696,0.769,0.769
10_points_GTv3_61,0.695,0.800,0.800
20_points_GTv3_14,0.694,0.750,0.750
10_points_GTv3_77,0.694,0.778,0.778
25_points_GTv3_55,0.691,0.778,0.778
20_points_GTv3_47,0.691,0.846,0.846
20_points_GTv3_15,0.688,0.759,0.856
15_points_GTv3_84,0.687,0.786,0.786
15_points_GTv3_65,0.685,0.717,0.818
15_points_GTv3_96,0.684,0.714,0.714
25_points_GTv3_28,0.681,0.846,0.846
20_points_GTv3_76,0.679,0.700,0.700
15_points_GTv3_88,0.679,0.846,0.846
25_points_GTv3_84,0.679,0.775,0.775
20_points_GTv3_42,0.677,0.903,0.903
25_points_GTv3_51,0.676,0.846,0.846
25_points_GTv3_68,0.670,0.778,0.778
25_points_GTv3_96,0.668,0.809,0.896
15_points_GTv3_07,0.667,0.878,0.878
25_points_GTv3_89,0.667,0.889,0.889
10_points_GTv3_30,0.667,0.667,0.667
05_points_GTv3_27,0.667,0.667,0.667
05_points_GTv3_92,0.667,0.667,0.667
10_points_GTv3_93,0.667,0.667,0.667
15_points_GTv3_16,0.667,0.667,0.667
25_points_GTv3_94,0.667,0.667,0.667
15_points_GTv3_83,0.666,0.800,0.800
25_points_GTv3_37,0.666,0.923,0.923
25_points_GTv3_88,0.666,0.691,0.786
20_points_GTv3_05,0.663,0.727,0.727
20_points_GTv3_40,0.656,0.739,0.824
05_points_GTv3_32,0.654,0.667,0.667
25_points_GTv3_43,0.654,0.788,0.788
15_points_GTv3_94,0.653,0.857,0.857
05_points_GTv3_66,0.649,0.667,0.667
20_points_GTv3_37,0.649,0.750,0.750
10_points_GTv3_20,0.648,0.800,1.000
25_points_GTv3_73,0.646,0.833,0.833
15_points_GTv3_26,0.640,0.909,0.909
25_points_GTv3_45,0.638,0.750,0.750
20_points_GTv3_41,0.636,0.842,0.842
05_points_GTv3_16,0.634,0.755,0.755
10_points_GTv3_04,0.634,0.731,0.731
25_points_GTv3_07,0.633,0.800,0.800
15_points_GTv3_37,0.633,0.750,0.750
20_points_GTv3_60,0.630,0.800,0.800
15_points_GTv3_74,0.627,0.833,0.833
15_points_GTv3_81,0.625,1.000,1.000
15_points_GTv3_34,0.625,0.788,0.900
05_points_GTv3_48,0.624,0.700,0.700
25_points_GTv3_54,0.623,0.691,0.786
15_points_GTv3_61,0.621,0.667,0.667
25_points_GTv3_26,0.619,0.815,0.815
20_points_GTv3_85,0.619,0.833,0.833
20_points_GTv3_19,0.619,0.765,0.765
20_points_GTv3_77,0.616,1.000,1.000
25_points_GTv3_03,0.614,0.793,0.793
25_points_GTv3_61,0.614,0.909,0.909
05_points_GTv3_40,0.611,0.625,0.750
15_points_GTv3_62,0.610,0.875,0.875
15_points_GTv3_46,0.608,0.800,0.800
15_points_GTv3_45,0.608,0.778,0.778
25_points_GTv3_77,0.604,0.846,0.846
05_points_GTv3_35,0.600,0.600,0.600
10_points_GTv3_24,0.600,0.600,0.600
25_points_GTv3_53,0.600,0.600,0.600
20_points_GTv3_92,0.599,0.692,0.692
05_points_GTv3_79,0.599,0.714,0.714
10_points_GTv3_70,0.597,0.800,0.800
25_points_GTv3_86,0.591,0.665,0.736
20_points_GTv3_33,0.590,0.615,0.615
25_points_GTv3_91,0.585,0.800,0.800
20_points_GTv3_61,0.583,0.583,0.583
25_points_GTv3_32,0.583,0.583,0.583
25_points_GTv3_46,0.583,0.625,0.625
20_points_GTv3_96,0.582,0.755,0.909
20_points_GTv3_35,0.580,0.762,0.762
05_points_GTv3_72,0.574,0.667,0.667
15_points_GTv3_72,0.573,0.727,0.727
25_points_GTv3_27,0.572,0.667,0.667
25_points_GTv3_67,0.572,0.665,0.769
10_points_GTv3_03,0.571,0.667,0.667
25_points_GTv3_41,0.571,0.701,0.765
15_points_GTv3_64,0.570,0.653,0.769
20_points_GTv3_54,0.570,0.570,0.692
20_points_GTv3_27,0.567,0.800,0.800
05_points_GTv3_67,0.566,0.680,0.875
20_points_GTv3_56,0.565,0.900,0.900
25_points_GTv3_52,0.564,0.667,0.667
20_points_GTv3_87,0.563,0.769,0.769
05_points_GTv3_62,0.556,0.600,0.600
25_points_GTv3_21,0.556,0.556,0.556
10_points_GTv3_19,0.556,0.667,0.667
20_points_GTv3_48,0.556,0.667,0.667
15_points_GTv3_49,0.555,0.714,0.714
15_points_GTv3_55,0.553,0.773,0.773
10_points_GTv3_53,0.552,0.817,0.817
25_points_GTv3_92,0.552,0.647,0.647
25_points_GTv3_98,0.551,0.727,0.727
25_points_GTv3_42,0.550,0.692,0.692
05_points_GTv3_41,0.549,0.750,0.750
15_points_GTv3_03,0.544,0.544,0.667
20_points_GTv3_38,0.542,0.783,0.917
05_points_GTv3_42,0.542,0.542,0.542
25_points_GTv3_56,0.537,0.600,0.600
10_points_GTv3_56,0.536,0.714,0.714
20_points_GTv3_17,0.534,0.679,0.679
20_points_GTv3_84,0.530,0.680,0.680
15_points_GTv3_59,0.528,0.825,0.825
20_points_GTv3_93,0.528,0.556,0.625
05_points_GTv3_73,0.526,0.625,0.625
20_points_GTv3_72,0.523,0.746,0.889
20_points_GTv3_64,0.522,0.694,0.748
15_points_GTv3_09,0.521,0.667,0.778
20_points_GTv3_52,0.520,0.714,0.714
25_points_GTv3_39,0.519,0.667,0.667
20_points_GTv3_13,0.518,0.606,0.606
20_points_GTv3_80,0.514,0.769,0.769
25_points_GTv3_02,0.509,0.837,0.837
25_points_GTv3_48,0.508,0.692,0.692
20_points_GTv3_62,0.505,0.818,0.818
20_points_GTv3_28,0.504,0.600,0.600
15_points_GTv3_17,0.503,0.540,0.833
25_points_GTv3_85,0.501,0.627,0.627
05_points_GTv3_91,0.500,0.500,0.500
10_points_GTv3_90,0.500,0.500,0.500
10_points_GTv3_43,0.499,0.625,0.625
20_points_GTv3_45,0.498,0.600,0.700
25_points_GTv3_11,0.497,0.615,0.615
20_points_GTv3_86,0.488,0.606,0.692
15_points_GTv3_12,0.485,0.667,0.667
05_points_GTv3_08,0.482,0.500,0.500
15_points_GTv3_18,0.481,0.833,0.833
25_points_GTv3_14,0.481,0.761,0.761
25_points_GTv3_58,0.479,0.667,0.667
15_points_GTv3_19,0.478,0.657,0.750
20_points_GTv3_99,0.477,0.583,0.583
15_points_GTv3_31,0.474,0.667,0.667
25_points_GTv3_76,0.473,0.714,0.714
10_points_GTv3_18,0.472,0.472,0.583
15_points_GTv3_42,0.470,0.692,0.692
15_points_GTv3_39,0.470,0.667,0.667
20_points_GTv3_24,0.470,0.671,0.671
20_points_GTv3_32,0.469,0.650,0.650
25_points_GTv3_78,0.467,0.600,0.600
20_points_GTv3_75,0.467,0.524,0.659
15_points_GTv3_27,0.464,0.485,0.485
05_points_GTv3_36,0.463,0.463,1.000
05_points_GTv3_86,0.455,0.472,0.500
15_points_GTv3_13,0.455,0.750,0.750
15_points_GTv3_22,0.453,0.622,0.622
20_points_GTv3_07,0.449,0.647,0.647
25_points_GTv3_06,0.445,0.533,0.533
15_points_GTv3_35,0.444,0.699,0.788
25_points_GTv3_95,0.444,0.444,0.556
20_points_GTv3_10,0.442,0.553,0.692
25_points_GTv3_69,0.441,0.441,0.698
25_points_GTv3_49,0.441,0.662,0.662
10_points_GTv3_47,0.440,0.539,0.636
20_points_GTv3_67,0.440,0.643,0.643
15_points_GTv3_86,0.438,0.572,0.659
05_points_GTv3_78,0.438,0.487,0.583
20_points_GTv3_01,0.435,0.545,0.545
15_points_GTv3_78,0.435,0.627,0.701
25_points_GTv3_60,0.435,0.556,0.556
25_points_GTv3_75,0.434,0.692,0.692
15_points_GTv3_56,0.432,0.682,0.786
15_points_GTv3_44,0.432,0.769,0.769
20_points_GTv3_51,0.431,0.620,0.774
20_points_GTv3_30,0.425,0.633,0.700
10_points_GTv3_48,0.420,0.561,0.643
05_points_GTv3_84,0.420,0.530,0.530
15_points_GTv3_66,0.418,0.540,0.625
15_points_GTv3_24,0.417,0.544,0.833
25_points_GTv3_08,0.414,0.506,0.700
15_points_GTv3_77,0.413,0.667,0.667
15_points_GTv3_97,0.412,0.556,0.556
25_points_GTv3_13,0.407,0.606,0.606
10_points_GTv3_55,0.405,0.571,0.571
15_points_GTv3_57,0.398,0.542,0.690
15_points_GTv3_54,0.395,0.444,0.444
15_points_GTv3_32,0.394,0.436,0.538
15_points_GTv3_63,0.391,0.786,0.786
20_points_GTv3_08,0.391,0.565,0.565
15_points_GTv3_47,0.388,0.684,0.684
15_points_GTv3_60,0.381,0.581,0.833
05_points_GTv3_05,0.381,0.444,0.444
25_points_GTv3_01,0.379,0.571,0.571
15_points_GTv3_73,0.378,0.516,0.516
15_points_GTv3_91,0.376,0.833,0.833
20_points_GTv3_44,0.371,0.545,0.545
20_points_GTv3_39,0.371,0.500,0.500
15_points_GTv3_67,0.369,0.667,0.763
20_points_GTv3_53,0.368,0.496,0.770
25_points_GTv3_71,0.365,0.640,0.640
25_points_GTv3_81,0.358,0.570,0.570
25_points_GTv3_04,0.356,0.438,0.438
25_points_GTv3_97,0.356,0.435,0.625
25_points_GTv3_22,0.355,0.451,0.714
25_points_GTv3_82,0.352,0.508,0.622
25_points_GTv3_66,0.350,0.477,0.585
20_points_GTv3_90,0.346,0.429,0.429
25_points_GTv3_38,0.345,0.428,0.529
10_points_GTv3_95,0.345,0.401,0.533
20_points_GTv3_94,0.344,0.418,0.500
05_points_GTv3_34,0.344,0.545,0.545
25_points_GTv3_12,0.341,0.523,0.523
15_points_GTv3_80,0.334,0.542,0.653
05_points_GTv3_09,0.333,0.333,0.333
05_points_GTv3_49,0.333,0.333,0.333
20_points_GTv3_11,0.333,0.333,0.500
20_points_GTv3_63,0.332,1.000,1.000
15_points_GTv3_68,0.330,0.438,0.438
20_points_GTv3_68,0.330,0.569,0.569
20_points_GTv3_12,0.329,0.545,0.545
05_points_GTv3_54,0.329,0.355,0.500
15_points_GTv3_28,0.329,0.583,0.583
20_points_GTv3_88,0.327,0.344,0.429
20_points_GTv3_69,0.323,0.432,0.600
25_points_GTv3_80,0.323,0.433,0.636
25_points_GTv3_74,0.320,0.538,0.889
15_points_GTv3_06,0.319,0.438,0.750
10_points_GTv3_17,0.319,0.353,0.545
10_points_GTv3_27,0.317,0.317,0.455
15_points_GTv3_71,0.316,0.324,0.500
10_points_GTv3_22,0.316,0.400,0.400
05_points_GTv3_11,0.315,0.333,0.333
25_points_GTv3_87,0.311,0.400,0.400
20_points_GTv3_04,0.301,0.592,0.592
05_points_GTv3_57,0.300,0.300,0.300
10_points_GTv3_89,0.300,0.386,0.833
15_points_GTv3_40,0.299,0.494,0.579
15_points_GTv3_48,0.299,0.556,0.556
25_points_GTv3_29,0.293,0.385,0.385
15_points_GTv3_50,0.288,0.667,0.667
20_points_GTv3_34,0.287,0.391,0.476
20_points_GTv3_98,0.286,0.500,0.500
15_points_GTv3_52,0.286,0.482,0.500
10_points_GTv3_42,0.282,0.396,0.750
25_points_GTv3_99,0.281,0.600,0.600
20_points_GTv3_22,0.279,0.398,0.714
20_points_GTv3_78,0.277,0.542,0.542
25_points_GTv3_50,0.276,0.500,0.500
25_points_GTv3_93,0.273,0.273,0.364
15_points_GTv3_41,0.272,0.383,0.522
20_points_GTv3_81,0.271,0.334,0.614
05_points_GTv3_65,0.270,0.388,0.388
20_points_GTv3_00,0.270,0.400,0.400
15_points_GTv3_43,0.268,0.436,0.615
20_points_GTv3_29,0.265,0.449,0.556
15_points_GTv3_89,0.264,0.444,0.667
15_points_GTv3_11,0.263,0.489,0.583
20_points_GTv3_03,0.259,0.400,0.576
15_points_GTv3_82,0.256,0.385,0.538
20_points_GTv3_09,0.253,0.331,0.538
10_points_GTv3_02,0.253,0.253,0.364
25_points_GTv3_23,0.253,0.374,0.553
25_points_GTv3_16,0.253,0.472,0.472
20_points_GTv3_46,0.252,0.444,0.556
10_points_GTv3_15,0.251,0.273,0.531
05_points_GTv3_47,0.250,0.250,0.250
15_points_GTv3_58,0.237,0.404,0.404
10_points_GTv3_88,0.237,0.246,0.473
15_points_GTv3_98,0.234,0.383,0.625
15_points_GTv3_21,0.233,0.417,0.545
15_points_GTv3_00,0.231,0.301,0.301
05_points_GTv3_50,0.229,0.350,0.444
20_points_GTv3_26,0.228,0.420,0.611
20_points_GTv3_02,0.227,0.412,0.660
20_points_GTv3_49,0.225,0.261,0.500
05_points_GTv3_93,0.222,0.222,0.301
20_points_GTv3_79,0.217,0.261,0.583
05_points_GTv3_61,0.216,0.315,0.417
15_points_GTv3_04,0.214,0.419,0.510
05_points_GTv3_31,0.214,0.373,0.692
10_points_GTv3_72,0.206,0.264,0.462
20_points_GTv3_70,0.202,0.431,0.562
05_points_GTv3_45,0.200,0.367,0.411
10_points_GTv3_35,0.195,0.267,0.267
15_points_GTv3_05,0.194,0.348,0.429
20_points_GTv3_59,0.190,0.370,0.450
20_points_GTv3_57,0.189,0.255,0.541
20_points_GTv3_91,0.187,0.246,0.317
10_points_GTv3_94,0.182,0.182,0.364
10_points_GTv3_87,0.173,0.237,0.237
10_points_GTv3_00,0.171,0.226,0.429
20_points_GTv3_97,0.170,0.215,0.256
15_points_GTv3_87,0.168,0.243,0.458
20_points_GTv3_20,0.164,0.364,0.364
05_points_GTv3_75,0.162,0.176,0.176
05_points_GTv3_64,0.161,0.161,0.263
10_points_GTv3_37,0.159,0.159,0.294
20_points_GTv3_06,0.155,0.375,0.574
20_points_GTv3_55,0.152,0.205,0.615
05_points_GTv3_87,0.152,0.208,0.364
15_points_GTv3_01,0.148,0.167,0.167
05_points_GTv3_18,0.145,0.162,0.291
10_points_GTv3_38,0.139,0.139,0.139
15_points_GTv3_25,0.138,0.197,0.387
10_points_GTv3_44,0.131,0.155,0.155
10_points_GTv3_97,0.126,0.208,0.308
20_points_GTv3_50,0.122,0.160,0.429
15_points_GTv3_92,0.117,0.242,0.667
05_points_GTv3_74,0.117,0.162,0.333
05_points_GTv3_52,0.117,0.172,0.333
20_points_GTv3_36,0.115,0.294,0.409
20_points_GTv3_23,0.112,0.201,0.371
05_points_GTv3_44,0.110,0.214,0.412
10_points_GTv3_85,0.098,0.148,0.457
05_points_GTv3_55,0.093,0.149,0.259
10_points_GTv3_23,0.087,0.126,0.429
10_points_GTv3_84,0.086,0.105,0.325
15_points_GTv3_95,0.085,0.120,0.467
10_points_GTv3_63,0.084,0.100,0.185
25_points_GTv3_09,0.083,0.083,0.250
05_points_GTv3_98,0.077,0.095,0.095
05_points_GTv3_03,0.075,0.075,0.075
10_points_GTv3_96,0.073,0.125,0.294
10_points_GTv3_32,0.071,0.103,0.103
10_points_GTv3_14,0.070,0.163,0.375
10_points_GTv3_41,0.066,0.066,0.125
10_points_GTv3_98,0.062,0.062,0.125
10_points_GTv3_34,0.054,0.061,0.138
10_points_GTv3_52,0.053,0.053,0.121
20_points_GTv3_89,0.045,0.049,0.417
10_points_GTv3_45,0.045,0.080,0.100
05_points_GTv3_10,0.043,0.093,0.093
05_points_GTv3_51,0.035,0.046,0.089
05_points_GTv3_94,0.033,0.037,0.037
05_points_GTv3_95,0.033,0.059,0.059
05_points_GTv3_29,0.032,0.032,0.032
10_points_GTv3_86,0.031,0.104,0.256
05_points_GTv3_04,0.026,0.026,0.026
05_points_GTv3_28,0.023,0.023,0.182
20_points_GTv3_73,0.021,0.052,0.129
05_points_GTv3_85,0.019,0.029,0.029
10_points_GTv3_51,0.015,0.015,0.015
10_points_GTv3_40,0.012,0.015,0.067
10_points_GTv3_60,0.006,0.029,0.073
10_points_GTv3_01,0.005,0.005,0.005
10_points_GTv3_33,0.003,0.005,0.005
05_points_GTv3_89,0.000,0.000,0.000
05_points_GTv3_77,0.000,0.000,0.074
10_points_GTv3_50,0.000,0.000,0.028
